Instances,Source,feature_SmallerBetterPairs,feature_FirstWeight,feature_ReducedMaxCardinality,feature_ReducedPolyfitLinear,feature_f,feature_t2,feature_t3,feature_minWeight,feature_t1,algo_Combo
knapPI_3_200_1000000_57,data set A,1.0,3.62029537587717e-05,0.755,1.0,0.3316582914572864,-4.739940856999463,-5.234090086860473,0.9867102229938205,9.334672304477408,-1.8016185095127977
knapPI_13_5000_1000_7,data set A,0.280555151030206,0.0901785714285714,0.2292,0.999700190947531,0.16383276655331067,5.6468804647020026,-3.4948411341999908,0.9985128207653556,5.9864223345232155,-1.7229571048046048
knapPI_12_5000_1000_74,data set A,0.476595559111822,0.0198275862068966,0.9074,0.991839883434873,0.4642928585717143,5.660991741359394,-3.5277623191844922,0.9992657144242203,8.132145386175274,-1.9541036597242463
knapPI_12_10000_1000_70,data set A,0.0933178917891789,0.0415730337078652,0.988539203201746,0.999610712622473,0.8694869486948695,7.734930524773563,-2.0631579425608453,0.9997352046650757,10.266332906351197,-3.691299871019257
knapPI_12_10000_1000_94,data set A,0.438209460946095,0.0329268292682927,0.9748,0.996374276950711,0.92009200920092,7.7348596942245225,-2.4867389773674167,0.999745555178267,10.214583125171252,-2.6036026335769153
knapPI_11_5000_1000_29,data set A,0.0237867573514703,0.0186440677966102,0.686,0.999956537196749,0.6857371474294859,5.662377843643556,-4.914944252037376,0.9992118124997698,5.829538895594662,-2.020671563870402
knapPI_13_10000_1000_99,data set A,0.37337799779978,0.0530487804878049,0.9916,0.995599383270734,0.983998399839984,7.730563193973851,-4.860157892051267,0.999785985894086,11.542464900648692,-2.9096360392977267
knapPI_13_10000_1000_66,data set A,0.273012281228123,0.0911111111111111,0.8004,0.999894208354133,0.7497749774977498,7.725309566257661,-4.799541213890101,0.9997617394702037,9.830797035846235,2.0564722147094145
knapPI_4_100_1000000_60,data set A,0.0,0.102626063527948,0.754098360655738,1.0,0.7676767676767676,-5.251181326912516,-5.579538059523113,0.9758052005796598,7.379816593237799,-4.830860370417337
knapPI_3_100_10000000_17,data set A,1.0,0.0131340556490945,0.39,1.0,0.08080808080808081,-5.636894580632036,-6.076188338033741,0.95677839808049,8.071990182077723,2.3394278744762267
knapPI_13_5000_1000_73,data set A,0.370165793158632,0.0529411764705882,0.850756859035005,0.956360746016124,0.7175435087017403,5.657023611534612,-4.479783048168899,0.9994785867741379,6.092010551712329,-2.72375828735503
knapPI_12_5000_1000_38,data set A,0.398585157031406,0.0485507246376812,0.548647365923113,0.999069001094509,0.3656731346269254,5.655741834112181,-4.096064476568813,0.9994369005961183,8.055657466068217,-3.310149789648966
knapPI_15_5000_1000_73,data set A,0.613008281656331,0.001,0.8492,0.999991784685905,0.5933186637327466,-1.129860321831744,-6.039600725313015,0.9995346739892731,9.03214480958165,0.06939644269721335
knapPI_12_10000_1000_62,data set A,0.0249717771777178,0.0175257731958763,0.8645,0.999523114860057,0.8643864386438644,7.737174753056134,-2.0767469178590363,0.9996278743735555,9.62733243334136,1.0189820464870771
knapPI_6_100_1000000_90,data set A,0.0,0.0119177290291174,0.95,1.0,0.9393939393939394,-5.693343609020047,-4.94110322902062,0.9804114821737251,7.611079906292553,-2.92623774277547
knapPI_4_200_1000000_18,data set A,0.0,0.0913552890240408,0.305970149253731,1.0,0.37185929648241206,-3.5806301210755827,-5.021539633866139,0.9782523424134172,7.908007294117988,-2.3725906058980177
knapPI_13_5000_1000_47,data set A,0.353537187437488,0.0620967741935484,0.586284289276808,0.998816272055904,0.4292858571714343,5.663069777043856,-3.294866014227535,0.999454205731313,8.459659444073495,-2.279028243838711
knapPI_3_200_1000000_34,data set A,1.0,0.00753935219273333,0.575,1.0,0.18592964824120603,-4.128702418916339,-5.798390769947218,0.9832878974224719,8.636258997099928,-2.665047925796796
knapPI_6_200_10000000_8,data set A,0.0,0.00817138369144666,0.285,1.0,0.27638190954773867,-4.116935345767454,-5.657681538970925,0.9644617417979943,9.27371112521196,-1.5814310887496803
knapPI_12_10000_1000_68,data set A,0.500043524352435,0.00818181818181818,0.8979,0.968467798569839,0.42184218421842185,7.749292104383721,-1.1105900420861978,0.9996278256112884,9.538691576076108,-1.023963074545094
knapPI_13_10000_1000_15,data set A,0.306376177617762,0.0811688311688312,0.3568,0.999279718951933,0.24532453245324531,7.7292577383406025,-2.6179967141369422,0.9994659604029177,9.468888790607476,0.44783354166988787
knapPI_15_10000_1000_44,data set A,0.609988638863886,0.001,0.6611,0.999991989017146,0.38923892389238923,-0.012157552231479641,-5.494817080961454,0.9996983165231671,10.465272188303508,-3.218438399223608
knapPI_3_200_1000000_91,data set A,1.0,0.010846966735034,0.95,1.0,0.6834170854271356,-4.4493516635968176,-5.145478839117741,0.9902761047870454,9.991972366832387,-3.298135038245829
knapPI_12_10000_1000_71,data set A,0.149189858985899,0.0627777777777778,0.8534,0.999978844038974,0.8532853285328533,7.720814610818529,0.194090129676034,0.9997591700137427,11.490076436299653,0.8613157586563646
knapPI_15_5000_1000_81,data set A,0.617319863972795,0.001,0.8964,0.999992081743216,0.654130826165233,-1.0973774529915807,-6.258039022564916,0.9995511861401455,9.122568657790683,0.6422318936618846
knapPI_4_100_1000000_88,data set A,0.0,0.101602319047667,0.838235294117647,1.0,0.9191919191919192,-5.265373063004733,-6.602395734532348,0.9820758287252677,7.817871880293686,-3.8263978459115986
knapPI_3_200_1000000_20,data set A,1.0,0.013214676134838,0.455,1.0,0.10050251256281408,-4.8339081908803365,-5.425240418929163,0.9792588166306527,7.790361386161585,-2.1131679440259004
knapPI_11_5000_1000_71,data set A,0.349865093018604,0.0627777777777778,0.803119956966111,0.654634047002929,0.7327465493098619,5.656736557030234,-0.8939283374989093,0.9995681970929305,9.48043244916954,-2.6373942752626096
knapPI_6_100_1000000_57,data set A,0.0,0.00135368017198745,0.75,1.0,0.7373737373737373,-4.529341870591796,-5.681278539801596,0.9749880324765734,7.142590895070097,-4.75565605545529
knapPI_6_200_1000000_5,data set A,0.0,0.00466669135286011,0.23,1.0,0.22110552763819097,-5.344344487450411,-5.373958146397037,0.9492178975926686,4.995401893231591,-3.3541900899613926
knapPI_4_100_1000000_74,data set A,0.0,0.0926783317026554,0.759493670886076,1.0,0.8383838383838383,-5.520394746881642,-6.402825363934827,0.9793396899321156,7.698576893172151,-2.4204659842190233
knapPI_6_500_1000000_28,data set A,0.0,0.00182780606247355,0.508,1.0,0.5050100200400801,-4.332250849096759,-6.594957115207856,0.9922475369146572,11.177093767503617,-1.3267645707003564
knapPI_3_50_1000000_72,data set A,1.0,0.011478664933523,0.84,1.0,0.42857142857142855,-4.477564087292227,-0.858381653438922,0.9573946952001187,4.946809606077541,-1.3167061121913997
knapPI_4_50_1000000_66,data set A,0.0,0.107020044278909,0.8,1.0,0.7755102040816326,-5.197756256796266,-0.0660860296712,0.960811599545883,4.8185722812785485,-3.85117690242707
knapPI_15_10000_1000_92,data set A,0.607939473947395,0.001,0.954,0.999992081626951,0.7681768176817682,-0.06308868502701057,-6.5280548165165175,0.999792785049387,11.240347295494061,2.446601251800447
knapPI_11_10000_1000_43,data set A,0.370940614061406,0.0558333333333333,0.312020460358056,1.0,0.40624062406240624,7.729508328469258,-2.5339584077932766,0.9997260925925336,10.145427028695732,-2.07921070621456
knapPI_12_2000_1000_80,data set A,0.0224312156078039,0.0191709844559586,0.956806282722513,0.999410830612326,0.928464232116058,2.900743160648646,-4.2216898892195225,0.9984147968071169,6.230491764708879,-4.408436508364966
knapPI_15_1000_1000_78,data set A,0.580354354354354,0.001,0.879,0.999992217628742,0.6406406406406406,-3.408813135063066,-5.36365317805897,0.9977122163032801,4.461959048121724,-3.22690796643577
knapPI_4_200_1000000_52,data set A,0.0,0.0996446613775516,0.673333333333333,1.0,0.678391959798995,-4.730499527496341,-5.249257853483447,0.987459806120286,9.502929076042687,-4.194137627252982
knapPI_4_100_1000000_55,data set A,0.0,0.102341371830626,0.721649484536082,1.0,0.7070707070707071,-5.701262524251488,-6.57279855596418,0.9766461887290032,7.319191494674651,-2.6082659620333755
knapPI_6_50_1000000_22,data set A,0.0,0.0259440977714493,0.48,1.0,0.4489795918367347,-5.933534981431249,-0.02337978487205141,0.9328684483273785,2.266688943800471,-3.7237841339225137
knapPI_12_2000_1000_51,data set A,0.151496248124062,0.0628571428571429,0.880597014925373,0.999029311436904,0.7148574287143572,2.889820203121357,-1.1724235773084084,0.9986893673657554,4.127582354838277,-4.032458413393806
knapPI_12_5000_1000_85,data set A,0.355255931186237,0.0611428571428571,0.928,0.998512414900125,0.8759751950390078,5.659268104077807,-3.3223964259082117,0.9995297086985898,9.61497110396817,-2.3975918452541523
knapPI_13_2000_1000_71,data set A,0.409135067533767,0.0422222222222222,0.874,0.994371655901487,0.6013006503251626,2.9195488475185054,-1.601906554094049,0.9986398911089825,4.534052336541643,-4.245701078816827
knapPI_12_5000_1000_13,data set A,0.29933050610122,0.0851351351351351,0.439691817215728,0.986121406704869,0.22544508901780355,5.645086598764253,-0.09455902751262862,0.9989614604797515,6.2465927775205135,-3.1102534296305033
knapPI_3_50_10000000_22,data set A,1.0,0.00594988605591758,0.48,1.0,0.10204081632653061,-4.499553024813419,1.4220269550659022,0.9101153535541705,5.06896789847438,2.2606908814999467
knapPI_3_200_1000000_63,data set A,1.0,0.0131962734975844,0.785,1.0,0.3869346733668342,-3.909207958972181,-6.430943481395797,0.9877859961501458,9.465303054430484,-1.1683805434928065
knapPI_12_10000_1000_42,data set A,0.441727532753275,0.0319277108433735,0.7241,0.986553480695073,0.3631363136313631,7.741466861884497,-2.122483189879759,0.9996870058704228,10.119885005891353,-0.5240473908964048
knapPI_3_100_1000000_54,data set A,1.0,0.0340160149523584,0.73,1.0,0.30303030303030304,-5.08427919289759,-5.407702257758029,0.9745484718943171,7.093148236920158,-3.152744352307666
knapPI_11_10000_1000_46,data set A,0.370399699969997,0.0567010309278351,0.503223825606386,0.991464252306042,0.41894189418941896,7.733094056645781,-2.9307856732232658,0.9997392415359729,10.053699688617092,-1.9485468326235071
knapPI_15_1000_1000_75,data set A,0.625773773773774,0.002,0.862,0.999992600229277,0.6056056056056056,-3.029951021507115,-5.139664314488749,0.9977019234366399,4.4061949289049425,-4.754669914836326
knapPI_13_10000_1000_8,data set A,0.368448104810481,0.0571428571428571,0.276517150395778,0.992441664113663,0.16131613161316133,7.723038006515376,-2.7198824118738676,0.99933406346584,4.203814603497682,-1.5248295761590631
knapPI_4_200_1000000_38,data set A,0.0,0.0980708598203143,0.574468085106383,1.0,0.5778894472361809,-4.842588104246538,-4.67334843768315,0.9845088247184267,9.00124527865544,-2.8643723726519514
knapPI_16_5000_1000_50,data set A,0.999001640328066,0.001,0.7034,0.932527242081536,0.28945789157831564,-1.0283233417289492,-4.704359686424381,0.9994354031197596,8.620447859665651,-3.2918534319359103
knapPI_6_100_1000000_91,data set A,0.0,0.0117753332906038,0.96,1.0,0.9494949494949495,-4.2304794872413005,-4.650104979736743,0.9795022929775254,7.575031918932745,-5.022628180633913
knapPI_15_10000_1000_13,data set A,0.618586158615862,0.001,0.463730902554885,0.999991922449027,0.20432043204320433,-0.0893667912360801,-5.522231668384975,0.9994402401651136,8.8336651358203,-4.680839902235307
knapPI_13_10000_1000_25,data set A,0.489533073307331,0.0116883116883117,0.6871,0.990804800918147,0.25172517251725174,7.734477433126715,1.4970344433120986,0.999594435902713,7.932641536586316,-1.920469226011468
knapPI_11_10000_1000_8,data set A,0.182637843784378,0.0754491017964072,0.397390868038133,0.998007149463048,0.2003200320032003,7.725839994646399,-4.3818237278382,0.9992219872623754,8.603233540388702,-2.078276943586405
knapPI_13_10000_1000_71,data set A,0.41001500150015,0.0422222222222222,0.8731,0.994971842908001,0.5026502650265027,7.722973595456308,0.7610523703634002,0.9997334439106865,9.209295346551928,0.6765039316538065
knapPI_14_5000_1000_78,data set A,0.950566913382677,0.001,0.8772,0.983153095758468,0.5357071414282857,-1.107740891968944,-4.741366578563572,0.9995513447675839,9.116486677144042,-3.9126159491884756
knapPI_11_10000_1000_54,data set A,0.205416921692169,0.0853932584269663,0.840535462658525,0.99036523471066,0.6702670267026702,7.730223923643693,2.8608126743087534,0.9997435755902087,10.551283255047027,-2.782119546507474
knapPI_13_10000_1000_18,data set A,0.31778399839984,0.0759036144578313,0.641215849466257,0.999986036184808,0.26592659265926594,7.729846072357908,1.5164417779843662,0.9995586559565308,8.810492297892353,-0.7101427488838558
knapPI_16_10000_1000_18,data set A,0.999005540554055,0.001,0.431072874493927,0.930467824481704,0.0928092809280928,-0.045392806680309705,-5.137295160317911,0.999525290407258,9.288972662935345,-4.088062822667418
knapPI_16_10000_1000_80,data set A,0.998996799679968,0.001,0.8914,0.928284600524439,0.5408540854085409,-0.01160276820723757,-5.241452512485436,0.9997732383308702,11.111979167761783,-2.870867863953439
knapPI_14_10000_1000_51,data set A,0.952861106110611,0.001,0.7108,0.9831041569462,0.3059305930593059,0.0359666943969653,-5.654761262189982,0.9997201394359414,10.641887820694635,-3.348744640978558
knapPI_11_2000_1000_49,data set A,0.0908954477238619,0.0411167512690355,0.749,0.996188722102956,0.7483741870935467,2.9181779622932518,-5.007876382065755,0.9989028984237589,6.145648236718547,-3.780921753631672
knapPI_3_200_1000000_78,data set A,1.0,0.00225412076750455,0.88,1.0,0.5125628140703518,-4.243313611170309,-5.27415479761422,0.988962047106377,9.695103615948044,-2.8223039665443173
knapPI_6_50_10000000_21,data set A,0.0,0.00765488137479216,0.44,1.0,0.40816326530612246,-4.811326195301551,0.38710909235127494,0.9225916093585691,4.945984145689207,-0.44851422890015274
knapPI_13_10000_1000_26,data set A,0.287506910691069,0.0888888888888889,0.4854,0.99984233663762,0.3384338433843384,7.73177469451946,-1.6509184235652667,0.9996297013638737,6.7454714694889555,0.8394192895439876
knapPI_13_10000_1000_78,data set A,0.353736933693369,0.06171875,0.8918,0.995309501454605,0.8087808780878087,7.728655114619184,-0.000534264934465393,0.999790838594008,11.138063671129064,-0.028116541486070835
knapPI_6_50_10000000_10,data set A,0.0,0.0409128555180119,0.32,1.0,0.2857142857142857,-4.412319296054772,-3.213171809168294,0.8920821336486676,1.7039576133407626,-3.2544679199742608
knapPI_12_1000_1000_71,data set A,0.164632632632633,0.0627777777777778,0.854,0.999977582039818,0.8528528528528528,0.8593873617645604,-3.250926062025122,0.9979682391405885,4.808859003311417,-4.590770874214085
knapPI_14_10000_1000_24,data set A,0.952983298329833,0.001,0.495178915791729,0.984641423753402,0.128012801280128,0.03131140314163246,-4.813313666809331,0.999586135365831,9.685878213484983,-3.99844843322837
knapPI_11_10000_1000_97,data set A,0.409746354635464,0.0426470588235294,0.969309462915601,1.0,0.962996299629963,7.729549724333196,-4.013118861603447,0.9997648624435627,10.133923179175824,-3.10505480751136
knapPI_12_10000_1000_77,data set A,0.374819801980198,0.0541666666666667,0.8923,0.960161002111131,0.776977697769777,7.737363793635632,-0.10301841652832816,0.9997741773038888,8.649720435162727,-1.051140672817992
knapPI_12_10000_1000_78,data set A,0.124754555455546,0.0548611111111111,0.611951175077428,0.997776557172855,0.8976897689768977,7.733068111398577,-0.845946703156966,0.9997771935014137,11.183264910393396,-0.9367871662536422
knapPI_6_500_1000000_4,data set A,0.0,0.00220846464654554,0.194,1.0,0.1903807615230461,-3.498867504020962,-5.724424623419993,0.9815040492873551,8.073145246386003,-1.3699978424295254
knapPI_12_5000_1000_23,data set A,0.453457171434287,0.0270408163265306,0.564,0.999704745993557,0.250250050010002,5.662421737919814,-4.476240352214975,0.9993128388717568,7.354066527134679,-3.6742777674284772
knapPI_15_2000_1000_93,data set A,0.618215107553777,0.003003003003003,0.96,0.999992092484076,0.7773886943471736,-2.24875880900873,-6.467438250895663,0.9989619577760739,6.579072403397631,-2.3485903144541016
knapPI_6_50_1000000_83,data set A,0.0,0.0164284758887356,0.9,1.0,0.8775510204081632,-4.738374726871078,-0.4787410164275715,0.962966213972487,5.223586102234939,-4.428450209943096
knapPI_16_10000_1000_81,data set A,0.999005220522052,0.001,0.8955,0.929368074345981,0.5572557255725572,0.023282846204514755,-4.92636817068469,0.9997775061734554,11.124498586360012,-2.479002729121427
knapPI_4_100_1000000_19,data set A,0.0,0.0962039379495655,0.317073170731707,1.0,0.36363636363636365,-3.5418467317505398,-5.541865713683414,0.9590364019200573,5.568089598427434,-3.774565748845019
knapPI_13_5000_1000_4,data set A,0.287996399279856,0.0869565217391304,0.1646,0.998809396467467,0.120624124824965,5.668758366968279,-5.257228515611028,0.9980615702716673,2.9335212149223837,-3.0693779236112246
knapPI_13_2000_1000_12,data set A,0.318020510255128,0.0741071428571429,0.317,0.997433024293574,0.2161080540270135,2.909948453612476,-4.469768205964847,0.9973494738507793,3.8332861064062134,-3.606248038123324
knapPI_13_5000_1000_82,data set A,0.398540108021604,0.0464285714285714,0.9216,0.992713164859139,0.8111622324464893,5.6605509328360455,-1.327300934827712,0.9994522860245021,6.820149809717708,-3.146447171199307
knapPI_13_2000_1000_26,data set A,0.294377188594297,0.0888888888888889,0.4865,0.999843227703916,0.3306653326663332,2.9090151828131567,-3.84360837792913,0.9981537211382,2.0874917283558765,-3.5208695354285826
knapPI_11_10000_1000_99,data set A,0.35022398239824,0.0652439024390244,0.986271787752584,0.756019862638642,0.9861986198619862,7.730054777635292,-4.356146094156687,0.9998127552242669,11.686203904209702,-3.8069615062708633
knapPI_11_5000_1000_89,data set A,0.499719063812763,0.0021505376344086,0.9656,0.820492368328005,0.48489697939587917,5.6583886207915794,-4.059311018732097,0.9993727578196894,7.722397537313202,-3.790009553516934
knapPI_11_10000_1000_66,data set A,0.422664546454645,0.0338888888888889,0.8592,0.977360810433761,0.46604660466046605,7.736841414312323,-0.6137827674662221,0.9996885833781319,10.93140123350127,0.04519790648015977
knapPI_6_100_10000000_3,data set A,0.0,0.00311146836160439,0.14,1.0,0.12121212121212122,-4.536904085974394,-4.676411233690796,0.8831354073228891,1.4649068485019818,-0.13949693825700185
knapPI_12_5000_1000_71,data set A,0.149853970794159,0.0627777777777778,0.8536,0.999978646642597,0.8533706741348269,5.657818524045327,-0.8646505666559758,0.9995681970929305,9.48075668892821,-1.039774781280361
knapPI_12_10000_1000_33,data set A,0.403897609760976,0.0436548223350254,0.6025,0.999999992567463,0.33833383338333833,7.7369483387132085,-2.761710746521787,0.9996960800545346,10.34707024469989,2.7779940031067696
knapPI_16_10000_1000_84,data set A,0.999000500050005,0.001,0.9124,0.930700962304945,0.5873587358735873,0.012472526829500787,-4.783710953792322,0.9997797424844662,11.161426342913735,-2.614557748593768
knapPI_16_5000_1000_88,data set A,0.999009721944389,0.001,0.9334,0.930766556607951,0.6393278655731146,-0.9812694306621692,-5.010256050723957,0.9995735293174545,9.199863894700668,-3.6358997189658018
knapPI_13_10000_1000_89,data set A,0.40161700170017,0.0481865284974093,0.9512,0.996260714769852,0.8917891789178918,7.745549110052741,-2.8452846931667812,0.9997693535005789,11.66776981117172,-1.6609922275039934
knapPI_6_50_1000000_71,data set A,0.0,0.0172611339806217,0.84,1.0,0.8163265306122449,-5.096830078116601,0.6403953860416781,0.9577850423118409,4.829278965020871,-3.4712258083251313
knapPI_14_2000_1000_75,data set A,0.955345672836418,0.001,0.8615,0.983793306257524,0.503751875937969,-2.305658440532242,-5.423862956244964,0.9988583712763542,6.423712771413668,-3.8552665777923227
knapPI_6_200_1000000_37,data set A,0.0,0.00683978645934461,0.62,1.0,0.6130653266331658,-4.604800702413513,-6.492227736618644,0.9836907697056522,8.691361768274493,-2.6297403623895277
knapPI_11_5000_1000_46,data set A,0.366212842568514,0.0567010309278351,0.689,0.820002158306615,0.41908381676335266,5.668823640669794,1.569376642236312,0.9994687439904686,8.040555353070774,-2.9698222166612256
knapPI_14_10000_1000_28,data set A,0.953731633163316,0.001,0.5243,0.983644200385899,0.15181518151815182,0.04241158018924378,-6.490804173961466,0.9996254605675903,9.888794078973797,-2.844569304164927
knapPI_3_500_1000000_29,data set A,1.0,0.000521213176189061,0.534,1.0,0.15430861723446893,-3.839040661530307,-4.659091685660948,0.9927295535199663,11.201370625852052,-1.519311506457719
knapPI_13_5000_1000_52,data set A,0.403526145229046,0.0475806451612903,0.7548,0.991492210550651,0.4318863772754551,5.660196950346508,-4.472239825497096,0.9994275649493615,8.33088795602274,-1.8526545741970142
knapPI_13_5000_1000_27,data set A,0.40420324064813,0.0489010989010989,0.757012020606754,0.991906201887465,0.30206041208241646,5.656780246265583,-2.2388373389906007,0.9992870543713795,7.9471053146566915,-3.275685663803098
knapPI_4_50_1000000_27,data set A,0.0,0.0922801656950712,0.48,1.0,0.4489795918367347,-4.341841727277709,-1.6446612674740657,0.9285217686083613,3.1894719918614367,-2.782058900362199
knapPI_15_5000_1000_11,data set A,0.60911374274855,0.001,0.332,0.999992031052153,0.1916383276655331,-1.1397994474716717,-5.960943996085876,0.9987911070112073,6.579930443492674,-4.890265691595902
knapPI_15_10000_1000_78,data set A,0.608049604960496,0.001,0.8775,0.999991951545133,0.6327632763276327,-0.059014469709574996,-4.671023792668045,0.9997752299856014,11.11521471204567,2.782834309319471
knapPI_6_100_10000000_5,data set A,0.0,0.000801422928460821,0.22,1.0,0.20202020202020202,-4.113549979588815,-5.4546943497815885,0.9169093646147356,4.121357693193261,-1.8991916416435815
knapPI_12_10000_1000_90,data set A,0.460528212821282,0.025,0.9627,0.99637775740469,0.8294829482948295,7.739603185999076,-3.783816250132379,0.9997070069869896,6.333002640082836,-1.9833799041524462
knapPI_3_200_1000000_24,data set A,1.0,0.00363777314598267,0.495,1.0,0.12060301507537688,-4.161908769216332,-5.140823212983618,0.9812546287824426,8.123892897308513,-2.0192247565244776
knapPI_15_2000_1000_98,data set A,0.608883941970985,0.001,0.985,0.999991727587499,0.8704352176088044,-2.3963783732704953,-6.64868370057543,0.999013877692042,6.757425580412264,-3.1894553311648095
knapPI_11_2000_1000_9,data set A,0.289784392196098,0.0864285714285714,0.389212827988338,0.936427103039045,0.19459729864932465,2.900137113549503,-4.885132748758151,0.9967544287717178,3.829738709965224,-4.193295073076318
knapPI_16_10000_1000_45,data set A,0.998997099709971,0.001,0.682199059881463,0.929786251514509,0.25532553255325535,0.0486111742545709,-5.375602324809589,0.9996999574074876,10.492415509077931,-2.590299317918447
knapPI_12_2000_1000_48,data set A,0.413343171585793,0.038953488372093,0.7435,0.997567732218849,0.4137068534267134,2.913460719630791,-2.371599489382605,0.9986422855822283,5.818456895012238,-3.149477103796655
knapPI_6_100_10000000_2,data set A,0.0,0.00230179803561949,0.13,1.0,0.1111111111111111,-4.218862517683335,-5.433255219813279,0.8934451475666388,0.04092111881273214,-2.3474817156528562
knapPI_12_5000_1000_52,data set A,0.143595119023805,0.062,0.898061288305191,0.999159117322072,0.7165433086617323,5.675354231143864,-3.9891164948536506,0.9995017020203679,7.2874750321205,-2.5329180717780706
knapPI_3_50_1000000_75,data set A,1.0,0.00652020605269664,0.86,1.0,0.46938775510204084,-4.482339681691903,-0.44587667068034254,0.9622709036038357,4.9609042251860105,-2.1766183757458353
knapPI_11_10000_1000_85,data set A,0.353400680068007,0.0611428571428571,0.887242669993762,0.855857648883499,0.875987598759876,7.730581865286629,-2.30659502488857,0.9997581650115603,11.620839268686332,-1.3755489426528016
knapPI_6_100_1000000_52,data set A,0.0,0.00910655046161241,0.71,1.0,0.696969696969697,-4.310029319528769,-6.5056021550466525,0.9723526101364536,7.113616479784997,-3.6905465101392267
knapPI_14_10000_1000_77,data set A,0.952864286428643,0.001,0.8737,0.983626179659745,0.5172517251725173,-0.024896543116990934,-6.091304669979385,0.9997710727893474,11.119368402414619,-2.050585165964082
knapPI_15_10000_1000_95,data set A,0.615860486048605,0.001,0.9698,0.999992038940801,0.8108810881088109,0.0755837838274379,-5.74713624063958,0.9997948246641102,11.249095642039132,1.840529070807719
